login,repo,path,reason,reasoning,first_seen,last_seen
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-10-17_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-10-17_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-14-05_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-14-05_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-14-05_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-22-39_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-22-39_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-22-39_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-25-22_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-25-22_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-25-22_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-35-15_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-35-15_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-35-15_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-36-23_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-36-23_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_12-36-23_game-of-life-example-mapping_v6.5.1-orchestration-audited_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-28-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking-2/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-28-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking-2/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-28-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking-2/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-28-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-28-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-28-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-42-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-42-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-42-37_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-42-50_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-42-50_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-42-50_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"This skill file is embedded in an experiments/runs/ directory of the agentic_coding_lab research project, indicating it is a test fixture or artifact from experimental runs, not an independently authored, reusable skill. These are outputs from TDD workflow research, not curated skill content authored for reuse.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-52-02_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-52-02_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-52-02_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-52-57_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-52-57_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_13-52-57_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-03-32_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-03-32_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-03-32_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-05-29_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-05-29_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-05-29_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-13-03_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-13-03_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-13-03_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-17-56_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-17-56_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-17-56_game-of-life-example-mapping_v6.5.2-bullets-cut_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-51-43_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking-2/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-51-43_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking-2/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-51-43_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking-2/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-51-43_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-51-43_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_14-51-43_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-02-54_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-02-54_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-02-54_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-09-46_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-09-46_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-09-46_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-13-08_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-13-08_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-13-08_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-21-17_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-21-17_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-21-17_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/test-list/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-25-55_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/green/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-17_15-25-55_game-of-life-example-mapping_v6.5.3-targeted-cuts_opus-4-7-no-thinking/.claude/skills/red/SKILL.md,test-fixture,"Skill file under experiments/runs/ directory of agentic_coding_lab, which is part of the lab's experimental measurement pipeline for TDD cycle studies, not an authored reusable skill collection. These are experiment outputs and performance measurements, not transferable guidance.",2026-06-27,2026-06-28
